#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_orleans_adj;Orléansian;orléannaise;orléanser;;;;;;;;;;;x
c_orotheim;Orotheim;Orotheim;Orotheim;;Orotheim;;;;;;;;;x
c_orotheim_adj;Orotheimian;orotheimiane;orotheimer;;;;;;;;;;;x
c_orsimer;Orsimer;Orsimer;Orsimer;;Orsimer;;;;;;;;;x
c_orsimer_adj;Orsimerian;;orsimerer;;;;;;;;;;;x
c_papohaille;Papohaille;Papohaille;Papohaille;;Papohaille;;;;;;;;;x
c_papohaille_adj;Papohaillean;;papohailler;;;;;;;;;;;x
c_paris;Paris;Paris;Paris;;Paris;;;;;;;;;x
c_paris_adj;Parisian;parisienne;pariser;;;;;;;;;;;x
c_patatonie;Patatonie;Patatonie;Patatonie;;Patatonie;;;;;;;;;x
c_patatonie_adj;Patatoniean;;patatoner;;;;;;;;;;;x
c_perigord;Périgord;Périgord;Périgord;;Périgord;;;;;;;;;x
c_perigord_adj;Périgordian;périgourdine;périgorder;;;;;;;;;;;x
c_poher;Poher;Poher;Poher;;Poher;;;;;;;;;x
c_poher_adj;Poherian;poher;poherer;;;;;;;;;;;x
c_poitou;Poitou;Poitou;Poitou;;Poitou;;;;;;;;;x
c_poitou_adj;Poitian;poitevine;poiter;;;;;;;;;;;x
c_ponthieu;Ponthieu;Ponthieu;Ponthieu;;Ponthieu;;;;;;;;;x
c_ponthieu_adj;Ponthian;ponthieu;ponther;;;;;;;;;;;x
c_porhoet;Porhoët;Porhoët;Porhoët;;Porhoët;;;;;;;;;x
c_porhoet_adj;Porhoëtian;Porhoët;porhoëter;;;;;;;;;;;x
c_provence;Provence;Provence;Provence;;Provence;;;;;;;;;x
c_provence_adj;Provencean;provençale;provencer;;;;;;;;;;;x
c_raidlorn;Raidlorn;Raidlorn;Raidlorn;;Raidlorn;;;;;;;;;x
c_raidlorn_adj;Raidlornian;;raidlorner;;;;;;;;;;;x
c_ravenhall;Ravenhall;Passage des Freux;Ravenhall;;Ravenhall;;;;;;;;;x
c_ravenhall_adj;Ravenhallian;Passifreuillarde;ravenhaller;;;;;;;;;;;x
c_ravenscar;Ravenscar;Cormarque;Ravenscar;;Ravenscar;;;;;;;;;x
c_ravenscar_adj;Ravenscarian;Cormarqueienne;ravenscarer;;;;;;;;;;;x
c_ravenstead;Ravenstead;Forjais;Ravenstead;;Ravenstead;;;;;;;;;x
c_ravenstead_adj;Ravensteadian;Forjaise;ravensteader;;;;;;;;;;;x
c_reachcliff;Reachcliff;Longmur;Reachcliff;;Reachcliff;;;;;;;;;x
c_reachcliff_adj;Reachcliffian;Longuemurane;reachcliffer;;;;;;;;;;;x
c_reims;Reims;Reims;Reims;;Reims;;;;;;;;;x
c_reims_adj;Reimsian;rémoise;reimser;;;;;;;;;;;x
c_riften;Riften;Faillaise;Riften;;Riften;;;;;;;;;x
c_riften_adj;Riftenian;Faillaise;riftener;;;;;;;;;;;x
c_riverwood;Riverwood;Rivebois;Riverwood;;Riverwood;;;;;;;;;x
c_riverwood_adj;Riverwoodian;riveboyarde;riverwooder;;;;;;;;;;;x
c_rkund;Rkund;Rkund;Rkund;;Rkund;;;;;;;;;x
c_rkund_adj;Rkundian;Rkundaise;rkunder;;;;;;;;;;;x
c_rorikstead;Rorikstead;Rorikbourg;Rorikstead;;Rorikstead;;;;;;;;;x
c_rorikstead_adj;Roriksteadian;Rorickbourgeoise;roriksteader;;;;;;;;;;;x
c_rouen;Rouen;Rouen;Rouen;;Rouen;;;;;;;;;x
c_rouen_adj;Rouenian;rouennaise;rouener;;;;;;;;;;;x
c_roussillon;Roussillon;Roussillon;Roussillon;;Roussillon;;;;;;;;;x
c_roussillon_adj;Roussillonian;roselliane;roussilloner;;;;;;;;;;;x
c_saarthal;Saarthal;Saarthal;Saarthal;;Saarthal;;;;;;;;;x
c_saarthal_adj;Saarthalian;Saarthalienne;saarthaler;;;;;;;;;;;x
c_saintonge;Saintonge;Saintonge;Saintonge;;Saintonge;;;;;;;;;x
c_saintonge_adj;Saintongean;saintongeaise;saintonger;;;;;;;;;;;x
c_sancre_tor;Sancre Tor;Sancre Tor;Sancre Tor;;Sancre Tor;;;;;;;;;x
c_sancre_tor_adj;Sancre Torian;;Sancre Torer;;;;;;;;;;;x
c_savoie;Savoie;Savoie;Savoie;;Savoie;;;;;;;;;x
c_savoie_adj;Savoiean;savoyarde;saver;;;;;;;;;;;x
c_scarhammer;Scarhammer;Marteaubrisé;Scarhammer;;Scarhammer;;;;;;;;;x
c_scarhammer_adj;Scarhammerian;Marteaubrisée;scarhammerer;;;;;;;;;;;x
c_scarstone;Scarstone;Marqueroche;Scarstone;;Scarstone;;;;;;;;;x
c_scarstone_adj;Scarstonean;Marquerochoise;scarstoner;;;;;;;;;;;x
c_scina;Scina;Scina;Scina;;Scina;;;;;;;;;x
c_scina_adj;Scinan;;sciner;;;;;;;;;;;x
c_sens;Sens;Sens;Sens;;Sens;;;;;;;;;x
c_sens_adj;Sensian;sénonaise;senser;;;;;;;;;;;x
c_shearpoint;Shearpoint;Cisaille;Shearpoint;;Shearpoint;;;;;;;;;x
c_shearpoint_adj;Shearpointian;Cisaillaise;shearpointer;;;;;;;;;;;x
c_shearstone;Shearstone;Entailleroche;Shearstone;;Shearstone;;;;;;;;;x
c_shearstone_adj;Shearstonean;Entaillerochoise;shearstoner;;;;;;;;;;;x
c_shorflow;Shorflow;Souffle de Shor;Shorflow;;Shorflow;;;;;;;;;x
c_shorflow_adj;Shorflowian;du Souffle de Shor;shorflower;;;;;;;;;;;x
c_shorstone;Shorstone;Pierre-de-Shor;Shorstone;;Shorstone;;;;;;;;;x
c_shorstone_adj;Shorstonean;de Pierre-de-Shor;shorstoner;;;;;;;;;;;x
c_skingrad;Skingrad;Skingrad;Skingrad;;Skingrad;;;;;;;;;x
c_skingrad_adj;Skingradian;;skingrader;;;;;;;;;;;x
c_skyborn;Skyborn;Volciel;Skyborn;;Skyborn;;;;;;;;;x
c_skyborn_adj;Skybornian;Volcielenne;skyborner;;;;;;;;;;;x
c_skye;Skye;Skye;Skye;;Skye;;;;;;;;;x
c_skye_adj;Skyean;bourée au whiskye;sker;;;;;;;;;;;x
c_skyhammer;Skyhammer;Frappreciel;Skyhammer;;Skyhammer;;;;;;;;;x
c_skyhammer_adj;Skyhammerian;frappreciel;skyhammerer;;;;;;;;;;;x
c_skymarch;Skymarch;Skymarch;Marcheciel;;Skymarch;;;;;;;;;x
c_skymarch_adj;Skymarchian;marcheciel;skymarcher;;;;;;;;;;;x
c_snowgrad;Snowgrad;Flograd;Snowgrad;;Snowgrad;;;;;;;;;x
c_snowgrad_adj;Snowgradian;flogradienne;snowgrader;;;;;;;;;;;x
c_snowhawk;Snowhawk;Froidebuse;Snowhawk;;Snowhawk;;;;;;;;;x
c_snowhawk_adj;Snowhawkian;froidebusarde;snowhawker;;;;;;;;;;;x
c_solitude;Solitude;Solitude;Solitude;;Solitude;;;;;;;;;x
c_solitude_adj;Solitudean;Solitaire;solituder;;;;;;;;;;;x
c_sommerset;Sommerset;Sommerset;Sommerset;;Sommerset;;;;;;;;;x
c_sommerset_adj;Sommersetian;;sommerseter;;;;;;;;;;;x
c_strand;Strand;Strand;Strand;;Strand;;;;;;;;;x
c_strand_adj;Strandian;;strander;;;;;;;;;;;x
c_suffolk;Suffolk;Suffolk;Suffolk;;Suffolk;;;;;;;;;x
c_suffolk_adj;Suffolkian;suffolkienne;suffolker;;;;;;;;;;;x
c_sunderstone;Sunderstone;Scindepierre;Sunderstone;;Sunderstone;;;;;;;;;x
c_sunderstone_adj;Sunderstonean;Scindepierre;sunderstoner;;;;;;;;;;;x
c_sungard;Sungard;Gardesol;Sungard;;Sungard;;;;;;;;;x
c_sungard_adj;Sungardian;Gardesolienne;sungarder;;;;;;;;;;;x
c_sussex;Sussex;Sussex;Sussex;;Sussex;;;;;;;;;x
c_sussex_adj;Sussexian;sussexiane;sussexer;;;;;;;;;;;x
c_sutch;Sutch;Sutch;Sutch;;Sutch;;;;;;;;;x
c_sutch_adj;Sutchian;;sutcher;;;;;;;;;;;x
c_tarbes;Tarbes;Tarbes;Tarbes;;Tarbes;;;;;;;;;x
c_tarbes_adj;Tarbesian;Tarboise;tarbeser;;;;;;;;;;;x
c_tarentaise;Tarentaise;Tarentaise;Tarentaise;;Tarentaise;;;;;;;;;x
c_tarentaise_adj;Tarentaisean;Tarentaise;tarentaiser;;;;;;;;;;;x
c_tayside;Tayside;Tayside;Tayside;;Tayside;;;;;;;;;x
c_tayside_adj;Taysidean;Taysidienne;taysider;;;;;;;;;;;x
c_terre_humide;Terre Humide;Terre Humide;Terre Humide;;Terre Humide;;;;;;;;;x
c_terre_humide_adj;Terre Humidean;;Terre Humider;;;;;;;;;;;x
c_terres_de_pommes;Terres de Pommes;Terres de Pommes;Terres de Pommes;;Terres de Pommes;;;;;;;;;x
c_terres_de_pommes_adj;Terres de Pommesian;;Terres de Pommeser;;;;;;;;;;;x
c_tir_eoghain;Tír Eoghain;Tír Eoghain;Tír Eoghain;;Tír Eoghain;;;;;;;;;x
c_tir_eoghain_adj;Tír Eoghainian;Tír Eoghainienne;Tír Eoghainer;;;;;;;;;;;x
c_toinyriance;Toinyriance;Toinyriance;Toinyriance;;Toinyriance;;;;;;;;;x
c_toinyriance_adj;Toinyriancean;;toinyriancer;;;;;;;;;;;x
c_toulouse;Toulouse;Toulouse;Toulouse;;Toulouse;;;;;;;;;x
c_toulouse_adj;Toulousean;toulousaine;toulouser;;;;;;;;;;;x
c_tourraine;Tourraine;Tourraine;Tourraine;;Tourraine;;;;;;;;;x
c_tourraine_adj;Tourrainean;tourangelle;tourrainer;;;;;;;;;;;x
c_troyes;Troyes;Troyes;Troyes;;Troyes;;;;;;;;;x
c_troyes_adj;Troyesian;troyenne;troyeser;;;;;;;;;;;x
c_urasek;Urasek;Urasek;Urasek;;Urasek;;;;;;;;;x
c_urasek_adj;Urasekian;;uraseker;;;;;;;;;;;x
c_ustungrav;Ustungrav;Ustungrav;Ustungrav;;Ustungrav;;;;;;;;;x
c_ustungrav_adj;Ustungravian;ustungravienne;ustungraver;;;;;;;;;;;x
c_ustunhall;Ustunhall;Ustunhall;Ustunhall;;Ustunhall;;;;;;;;;x
c_ustunhall_adj;Ustunhallian;ustunhallienne;ustunhaller;;;;;;;;;;;x
c_ustunpass;Ustunpass;Ustunpass;Ustunpass;;Ustunpass;;;;;;;;;x
c_ustunpass_adj;Ustunpassian;ustunpassienne;ustunpasser;;;;;;;;;;;x
c_valtgard;Valtgard;Valtgard;Valtgard;;Valtgard;;;;;;;;;x
c_valtgard_adj;Valtgardian;valtgardienne;valtgarder;;;;;;;;;;;x
c_valtheim;Valtheim;Valtheim;Valtheim;;Valtheim;;;;;;;;;x
c_valtheim_adj;Valtheimian;valtheimienne;valtheimer;;;;;;;;;;;x
c_vendee;Vendée;Vendée;Vendée;;Vendée;;;;;;;;;x
c_vendee_adj;Vendéean;vendéenne;vendéer;;;;;;;;;;;x
c_verdun;Verdun;Verdun;Verdun;;Verdun;;;;;;;;;x
c_verdun_adj;Verdunian;verdunoise;verduner;;;;;;;;;;;x
c_viennois;Viennois;Viennois;Viennois;;Viennois;;;;;;;;;x
c_viennois_adj;Viennoisian;viennoise;viennoiser;;;;;;;;;;;x
c_volkihar;Volkihar;Volkihar;Volkihar;;Volkihar;;;;;;;;;x
c_volkihar_adj;Volkiharian;Volkihar;volkiharer;;;;;;;;;;;x
c_volskygge;Volskygge;Volskygge;Volskygge;;Volskygge;;;;;;;;;x
c_volskygge_adj;Volskyggean;Volskygge;volskygger;;;;;;;;;;;x
c_volunruud;Volunruud;Volunruud;Volunruud;;Volunruud;;;;;;;;;x
c_volunruud_adj;Volunruudian;Volunruud;volunruuder;;;;;;;;;;;x
c_wariel;Wariel;Wariel;Wariel;;Wariel;;;;;;;;;x
c_wariel_adj;Warielian;;warieler;;;;;;;;;;;x
c_westmarch;Westmarch;La Marche de l'Ouest;Westmarch;;Westmarch;;;;;;;;;x
c_westmarch_adj;Westmarchian;ouestmarchaise;westmarcher;;;;;;;;;;;x
c_whiteflow;Whiteflow;Souffleblanc;Whiteflow;;Whiteflow;;;;;;;;;x
c_whiteflow_adj;Whiteflowian;Souffleblanche;whiteflower;;;;;;;;;;;x
c_whiterun;Whiterun;Blancherive;Whiterun;;Whiterun;;;;;;;;;x
c_whiterun_adj;Whiterunian;blancherivienne;whiteruner;;;;;;;;;;;x
c_whitewatch;Whitewatch;Blanchevue;Whitewatch;;Whitewatch;;;;;;;;;x
c_whitewatch_adj;Whitewatchian;blanchevisible;whitewatcher;;;;;;;;;;;x
c_wiltshire;Wiltshire;Wiltshire;Wiltshire;;Wiltshire;;;;;;;;;x
c_wiltshire_adj;Wiltshirean;;wiltshirer;;;;;;;;;;;x
c_windhelm;Windhelm;Vendeaume;Windhelm;;Windhelm;;;;;;;;;x
c_windhelm_adj;Windhelmian;vendeaumoise;windhelmer;;;;;;;;;;;x
c_winterhold;Winterhold;Fortdhiver;Winterhold;;Winterhold;;;;;;;;;x
c_winterhold_adj;Winterholdian;fortdhiveroise;winterholder;;;;;;;;;;;x
c_winterwind;Winterwind;Vendhiver;Winterwind;;Winterwind;;;;;;;;;x
c_winterwind_adj;Winterwindian;Vendhiveroise;winterwinder;;;;;;;;;;;x
c_york;York;York;York;;York;;;;;;;;;x
c_york_adj;Yorkian;yorkaise;yorker;;;;;;;;;;;x
